campanha,data_hora,data,horario,hora_decimal,periodo_dia,ponto,temperatura,ph,od,salinidade,condutividade,transparencia,PCA1,PCA2,cluster,estado_agua
Nictemeral 2,2024-12-09 22:38:00,2024-12-09,22:38,22.633333333333333,noite,SD08,29.6,8.49,5.1,39.2,57.0,25,1.070352950005649,0.6825558681672999,2,atencao
Nictemeral 2,2024-12-09 22:40:00,2024-12-09,22:40,22.666666666666668,noite,SD09,29.6,8.49,5.1,39.2,56.9,25,1.0550704770331556,0.6795792217558646,2,atencao
Nictemeral 2,2024-12-10 23:02:00,2024-12-10,23:02,23.033333333333335,noite,SD01,29.8,8.52,5.0,39.4,57.4,23,1.3447334222841578,0.9524575056916886,2,atencao
Nictemeral 2,2024-12-10 23:05:00,2024-12-10,23:05,23.083333333333332,noite,SD02,29.8,8.52,4.9,39.4,57.0,24,1.153103272504334,0.8402419087528399,2,atencao
Nictemeral 2,2024-12-10 23:07:00,2024-12-10,23:07,23.116666666666667,noite,SD03,29.7,8.51,4.9,39.3,57.0,24,1.1708082155562325,0.7943235973993407,2,atencao
Nictemeral 2,2024-12-10 23:10:00,2024-12-10,23:10,23.166666666666668,noite,SD04,29.6,8.52,5.0,39.3,57.0,25,1.0131074043586368,0.711860157385294,2,atencao
Nictemeral 2,2024-12-10 23:12:00,2024-12-10,23:12,23.2,noite,SD05,29.7,8.52,4.9,39.3,57.0,23,1.285152578111134,0.8770101664325124,2,atencao
Nictemeral 2,2024-12-10 23:15:00,2024-12-10,23:15,23.25,noite,SD06,29.6,8.52,4.9,39.3,57.0,25,1.0174621112692028,0.6948686751284805,2,atencao
Nictemeral 2,2024-12-10 23:17:00,2024-12-10,23:17,23.283333333333335,noite,SD07,29.6,8.51,4.9,39.1,56.8,26,0.8460809196426936,0.6030818704436391,2,atencao
Nictemeral 2,2024-12-10 23:19:00,2024-12-10,23:19,23.316666666666666,noite,SD08,29.3,8.51,4.8,39.2,56.9,27,0.7680495717374023,0.39811429718819774,2,atencao
Nictemeral 2,2024-12-10 23:21:00,2024-12-10,23:21,23.35,noite,SD09,29.4,8.51,4.8,39.2,57.0,23,1.3247084649686705,0.7359365196220676,2,atencao
Nictemeral 2,2024-12-10 00:01:00,2024-12-10,00:01,0.016666666666666666,madrugada,SD01,29.3,8.51,4.3,39.4,57.1,27,1.2799406833211049,-1.1951473607154939,0,risco
Nictemeral 2,2024-12-10 00:04:00,2024-12-10,00:04,0.06666666666666667,madrugada,SD02,29.6,8.5,4.2,39.3,57.9,24,1.798114409476481,-0.8429662762142998,0,risco
Nictemeral 2,2024-12-10 00:06:00,2024-12-10,00:06,0.1,madrugada,SD03,29.5,8.49,4.3,39.2,57.0,26,1.402071523363612,-1.0578166877419297,0,risco
Nictemeral 2,2024-12-10 00:08:00,2024-12-10,00:08,0.13333333333333333,madrugada,SD04,29.4,8.5,4.4,39.3,57.0,25,1.5332806190541752,-0.9929680583002685,0,risco
Nictemeral 2,2024-12-10 00:10:00,2024-12-10,00:10,0.16666666666666666,madrugada,SD05,29.4,8.49,4.4,39.2,56.9,23,1.803087707989665,-0.8586499114262325,0,risco
Nictemeral 2,2024-12-10 00:12:00,2024-12-10,00:12,0.2,madrugada,SD06,29.3,8.5,4.4,39.2,56.9,25,1.5136632469588307,-1.0371359093936372,0,risco
Nictemeral 2,2024-12-10 00:15:00,2024-12-10,00:15,0.25,madrugada,SD07,29.3,8.5,4.2,39.1,56.8,25,1.4970656500955515,-1.086920931749941,0,risco
Nictemeral 2,2024-12-10 00:17:00,2024-12-10,00:17,0.2833333333333333,madrugada,SD08,29.1,8.45,4.2,39.3,57.0,24,1.8175704356939433,-1.0995173936247444,0,risco
Nictemeral 2,2024-12-10 00:18:00,2024-12-10,00:18,0.3,madrugada,SD09,29.2,8.48,4.2,39.2,57.0,24,1.7293139251659198,-1.0472918117569154,0,risco
Nictemeral 2,2024-12-10 01:01:00,2024-12-10,01:01,1.0166666666666666,madrugada,SD01,29.3,8.5,3.6,39.4,57.2,25,1.6153149405422165,-1.1417018453561667,0,risco
Nictemeral 2,2024-12-10 01:03:00,2024-12-10,01:03,1.05,madrugada,SD02,29.4,8.49,3.6,39.3,57.0,27,1.3097435074079784,-1.2627556143761207,0,risco
Nictemeral 2,2024-12-10 01:07:00,2024-12-10,01:07,1.1166666666666667,madrugada,SD03,29.3,8.48,3.6,39.2,57.0,26,1.4647501991470697,-1.2339293033728231,0,risco
Nictemeral 2,2024-12-10 01:10:00,2024-12-10,01:10,1.1666666666666667,madrugada,SD04,29.2,8.48,3.8,39.2,57.0,24,1.7369456172610827,-1.080966114066174,0,risco
Nictemeral 2,2024-12-10 01:12:00,2024-12-10,01:12,1.2,madrugada,SD05,29.3,8.5,3.9,39.2,57.0,24,1.6773163236667046,-1.006865585186666,0,risco
Nictemeral 2,2024-12-10 01:14:00,2024-12-10,01:14,1.2333333333333334,madrugada,SD06,29.2,8.49,3.9,39.2,56.9,22,1.968954548620116,-0.9095200868308289,0,risco
Nictemeral 2,2024-12-10 00:00:00,2024-12-10,00:00,0.0,madrugada,SD07,29.1,8.49,3.9,39.2,56.9,23,1.8627278213472858,-1.1015744092381163,0,risco
Nictemeral 2,2024-12-10 00:00:00,2024-12-10,00:00,0.0,madrugada,SD08,29.1,8.49,3.8,39.3,57.0,24,1.7581462701135397,-1.1882245893584216,0,risco
Nictemeral 2,2024-12-10 00:00:00,2024-12-10,00:00,0.0,madrugada,SD09,29.1,8.49,3.7,39.3,57.0,24,1.7640302169533404,-1.2105741382899218,0,risco
Nictemeral 2,2024-12-10 02:01:00,2024-12-10,02:01,2.0166666666666666,madrugada,SD01,29.1,8.47,3.0,39.3,57.1,26,1.5511338105769947,-1.386892898918663,0,risco
Nictemeral 2,2024-12-10 02:03:00,2024-12-10,02:03,2.05,madrugada,SD02,29.2,8.47,3.0,39.2,56.9,26,1.4993494245857795,-1.358016769893211,0,risco
Nictemeral 2,2024-12-10 02:06:00,2024-12-10,02:06,2.1,madrugada,SD03,29.1,8.47,2.9,39.2,56.9,25,1.6512832385603082,-1.3447036230679814,0,risco
Nictemeral 2,2024-12-10 02:08:00,2024-12-10,02:08,2.1333333333333333,madrugada,SD04,29.1,8.47,3.0,39.2,56.9,26,1.5068741510899273,-1.3928122431535273,0,risco
Nictemeral 2,2024-12-10 02:11:00,2024-12-10,02:11,2.183333333333333,madrugada,SD05,29.1,8.47,3.1,39.2,57.0,24,1.7905703266111577,-1.2169251897620634,0,risco
Nictemeral 2,2024-12-10 02:14:00,2024-12-10,02:14,2.2333333333333334,madrugada,SD06,29.1,8.46,3.1,39.3,56.9,25,1.6718855727532205,-1.2929778337802413,0,risco
Nictemeral 2,2024-12-10 02:16:00,2024-12-10,02:16,2.2666666666666666,madrugada,SD07,28.9,8.46,3.6,39.2,56.9,23,1.923011795182521,-1.117372042365838,0,risco
Nictemeral 2,2024-12-10 02:19:00,2024-12-10,02:19,2.3166666666666664,madrugada,SD08,28.9,8.44,2.9,39.2,56.9,23,2.00736156345309,-1.2800582582246567,0,risco
Nictemeral 2,2024-12-10 02:21:00,2024-12-10,02:21,2.35,madrugada,SD09,28.9,8.44,3.0,39.2,56.9,24,1.8629524759827094,-1.3281668783102025,0,risco
Nictemeral 2,2024-12-10 03:01:00,2024-12-10,03:01,3.0166666666666666,madrugada,SD01,29.1,8.45,2.3,39.4,57.2,25,1.783411634898515,-1.4075949945010164,0,risco
Nictemeral 2,2024-12-10 03:03:00,2024-12-10,03:03,3.05,madrugada,SD02,29.1,8.45,2.4,39.3,57.0,23,2.010624157818653,-1.251320065105226,0,risco
Nictemeral 2,2024-12-10 03:06:00,2024-12-10,03:06,3.1,madrugada,SD03,28.9,8.44,2.7,39.3,57.0,25,1.7563756590654525,-1.4112935562213273,0,risco
Nictemeral 2,2024-12-10 03:08:00,2024-12-10,03:08,3.1333333333333333,madrugada,SD04,28.9,8.44,2.4,39.4,57.0,24,1.924106417856588,-1.4004166892422267,0,risco
Nictemeral 2,2024-12-10 03:10:00,2024-12-10,03:10,3.1666666666666665,madrugada,SD05,28.9,8.45,2.4,39.2,56.9,25,1.7233163188813778,-1.4776294075026293,0,risco
Nictemeral 2,2024-12-10 03:13:00,2024-12-10,03:13,3.216666666666667,madrugada,SD06,28.9,8.44,2.6,39.3,57.0,23,2.035945559322097,-1.2809390204344244,0,risco
Nictemeral 2,2024-12-10 03:15:00,2024-12-10,03:15,3.25,madrugada,SD07,28.7,8.44,3.0,39.2,57.0,25,1.7413019499556532,-1.418088360699203,0,risco
Nictemeral 2,2024-12-10 03:18:00,2024-12-10,03:18,3.3,madrugada,SD08,28.8,8.44,2.3,39.3,57.0,26,1.6473817923689889,-1.600587327550003,0,risco
Nictemeral 2,2024-12-10 03:20:00,2024-12-10,03:20,3.3333333333333335,madrugada,SD09,28.8,8.43,2.3,39.2,57.0,26,1.6560327689875056,-1.6063520989684983,0,risco
Nictemeral 2,2024-12-10 04:02:00,2024-12-10,04:02,4.033333333333333,madrugada,SD01,28.7,8.43,1.8,39.4,57.3,24,2.0270544137035715,-1.546321430042252,0,risco
Nictemeral 2,2024-12-10 04:04:00,2024-12-10,04:04,4.066666666666666,madrugada,SD02,28.8,8.42,1.8,39.3,57.0,24,1.9826390928863071,-1.527292280769673,0,risco
Nictemeral 2,2024-12-10 04:07:00,2024-12-10,04:07,4.116666666666666,madrugada,SD03,28.6,8.42,2.1,39.2,57.0,22,2.245227361009361,-1.3953139738833313,0,risco
Nictemeral 2,2024-12-10 04:09:00,2024-12-10,04:09,4.15,madrugada,SD04,28.7,8.42,1.7,39.2,57.0,22,2.2590974859634882,-1.4424154030044547,0,risco
Nictemeral 2,2024-12-10 04:12:00,2024-12-10,04:12,4.2,madrugada,SD05,28.8,8.43,1.9,39.2,56.9,25,1.786907128740755,-1.5725448786721457,0,risco
Nictemeral 2,2024-12-10 04:14:00,2024-12-10,04:14,4.233333333333333,madrugada,SD06,28.7,8.42,2.1,39.2,57.0,23,2.096119014016164,-1.4202605362906877,0,risco
Nictemeral 2,2024-12-10 04:18:00,2024-12-10,04:18,4.3,madrugada,SD07,28.6,8.42,2.3,39.2,56.9,24,1.9395974731668715,-1.4891497937911713,0,risco
Nictemeral 2,2024-12-10 04:21:00,2024-12-10,04:21,4.35,madrugada,SD08,28.6,8.41,1.8,39.3,57.0,23,2.15550089682731,-1.5215076449303888,0,risco
Nictemeral 2,2024-12-10 04:24:00,2024-12-10,04:24,4.4,madrugada,SD09,28.7,8.41,1.8,39.2,56.9,23,2.1180814398510477,-1.4864400294886897,0,risco
Nictemeral 2,2024-12-10 05:33:00,2024-12-10,05:33,5.55,manha,SD01,28.5,8.41,1.3,35.5,52.2,25,0.7063969129100413,-2.108083342522737,0,risco
Nictemeral 2,2024-12-10 05:30:00,2024-12-10,05:30,5.5,manha,SD02,28.6,8.41,1.4,39.2,57.0,24,2.0072425589196494,-1.612746807649438,0,risco
Nictemeral 2,2024-12-10 05:39:00,2024-12-10,05:39,5.65,manha,SD03,28.4,8.4,2.4,39.3,57.0,24,1.9985754032750738,-1.461460093444767,0,risco
Nictemeral 2,2024-12-10 05:42:00,2024-12-10,05:42,5.7,manha,SD04,28.4,8.39,1.4,39.3,57.0,24,2.078537169890291,-1.6864678494265213,0,risco
Nictemeral 2,2024-12-10 05:45:00,2024-12-10,05:45,5.75,manha,SD05,28.5,8.39,1.2,39.2,56.8,23,2.1761282742517167,-1.6286178092422106,0,risco
Nictemeral 2,2024-12-10 05:48:00,2024-12-10,05:48,5.8,manha,SD06,28.4,8.39,2.0,39.2,56.9,26,1.7381235650332931,-1.699444431699853,0,risco
Nictemeral 2,2024-12-10 05:52:00,2024-12-10,05:52,5.866666666666667,manha,SD07,28.4,8.38,2.0,39.2,56.9,25,1.8968534599235416,-1.6272836893447473,0,risco
Nictemeral 2,2024-12-10 05:54:00,2024-12-10,05:54,5.9,manha,SD08,28.5,8.39,1.6,39.2,57.0,26,1.7654410750448317,-1.7371395343999152,0,risco
Nictemeral 2,2024-12-10 05:56:00,2024-12-10,05:56,5.933333333333334,manha,SD09,28.5,8.39,1.5,39.2,57.0,26,1.7707133259129388,-1.7573458566615408,0,risco
Nictemeral 2,2024-12-10 06:17:00,2024-12-10,06:17,6.283333333333333,manha,SD01,28.6,8.37,1.2,39.5,57.3,25,2.0372253610605817,-1.673687607649215,0,risco
Nictemeral 2,2024-12-10 06:20:00,2024-12-10,06:20,6.333333333333333,manha,SD02,28.5,8.39,1.3,39.3,57.0,23,2.2016583714934117,-1.5553411560084773,0,risco
Nictemeral 2,2024-12-10 06:21:00,2024-12-10,06:21,6.35,manha,SD03,28.4,8.38,1.8,39.2,57.0,25,1.9144225390143819,-1.6357861274132544,0,risco
Nictemeral 2,2024-12-10 06:23:00,2024-12-10,06:23,6.383333333333334,manha,SD04,28.4,8.38,1.5,39.2,57.0,23,2.207289572879863,-1.555488756164039,0,risco
Nictemeral 2,2024-12-10 06:25:00,2024-12-10,06:25,6.416666666666667,manha,SD05,28.6,8.37,1.3,39.1,56.8,24,2.0423455116507334,-1.6084866874250678,0,risco
Nictemeral 2,2024-12-10 06:28:00,2024-12-10,06:28,6.466666666666667,manha,SD06,28.4,8.38,1.8,39.2,57.0,26,1.7743681584545672,-1.7008862297556135,0,risco
Nictemeral 2,2024-12-10 06:30:00,2024-12-10,06:30,6.5,manha,SD07,28.6,8.36,1.7,39.3,57.0,24,2.0942162197077248,-1.5018560026997134,0,risco
Nictemeral 2,2024-12-10 06:32:00,2024-12-10,06:32,6.533333333333333,manha,SD08,28.5,8.37,1.5,39.3,57.1,22,2.382884207992837,-1.4295156427011277,0,risco
Nictemeral 2,2024-12-10 06:35:00,2024-12-10,06:35,6.583333333333333,manha,SD09,28.5,8.37,1.6,39.2,57.0,23,2.21072132595127,-1.4848534139498515,0,risco
Nictemeral 2,2024-12-10 07:02:00,2024-12-10,07:02,7.033333333333333,manha,SD01,28.7,8.36,1.3,39.3,57.1,24,2.1135816820872435,-1.5116891586914063,0,risco
Nictemeral 2,2024-12-10 07:05:00,2024-12-10,07:05,7.083333333333333,manha,SD02,28.7,8.38,1.5,39.2,56.9,24,2.014697836514458,-1.4677416450598897,0,risco
Nictemeral 2,2024-12-10 07:08:00,2024-12-10,07:08,7.133333333333334,manha,SD03,28.8,8.338,2.1,39.2,57.0,24,2.0766607592194855,-1.305009946470334,0,risco
Nictemeral 2,2024-12-10 07:12:00,2024-12-10,07:12,7.2,manha,SD04,28.8,8.39,1.8,93.3,57.0,25,8.753017329064186,0.30506967557195797,3,anomalia
Nictemeral 2,2024-12-10 07:13:00,2024-12-10,07:13,7.216666666666667,manha,SD05,28.8,8.37,1.8,39.2,56.9,26,1.731758198531879,-1.5018964496962928,0,risco
Nictemeral 2,2024-12-10 07:17:00,2024-12-10,07:17,7.283333333333333,manha,SD06,28.8,8.39,2.4,39.2,57.0,22,2.217475996836526,-1.05853303359542,0,risco
Nictemeral 2,2024-12-10 07:19:00,2024-12-10,07:19,7.316666666666666,manha,SD07,28.7,8.38,2.4,39.23,57.0,24,1.9759643710305543,-1.2455189774809134,0,risco
Nictemeral 2,2024-12-10 07:23:00,2024-12-10,07:23,7.383333333333334,manha,SD08,28.8,8.37,2.4,39.2,57.0,24,1.9838937039531768,-1.2067603583027668,0,risco
Nictemeral 2,2024-12-10 07:25:00,2024-12-10,07:25,7.416666666666667,manha,SD09,28.8,8.37,2.5,39.2,57.0,23,2.115311505800568,-1.1096661870144713,0,risco
Nictemeral 2,2024-12-10 08:03:00,2024-12-10,08:03,8.05,manha,SD01,28.7,8.41,2.0,39.3,57.0,27,1.5151270052207615,-1.4891624295239754,0,risco
Nictemeral 2,2024-12-10 08:07:00,2024-12-10,08:07,8.116666666666667,manha,SD02,28.7,8.41,2.2,39.2,56.9,24,1.8884281069890916,-1.2306734557585792,0,risco
Nictemeral 2,2024-12-10 08:09:00,2024-12-10,08:09,8.15,manha,SD03,28.7,8.4,2.7,39.3,57.0,24,1.9078844655784828,-1.1132088266046527,0,risco
Nictemeral 2,2024-12-10 08:11:00,2024-12-10,08:11,8.183333333333334,manha,SD04,28.8,8.39,2.1,39.3,57.0,24,1.9555623263869615,-1.209736460260339,0,risco
Nictemeral 2,2024-12-10 08:13:00,2024-12-10,08:13,8.216666666666667,manha,SD05,28.8,8.41,2.6,39.2,57.0,25,1.7307605976233371,-1.1621735626935608,0,risco
Nictemeral 2,2024-12-10 08:16:00,2024-12-10,08:16,8.266666666666667,manha,SD06,28.9,8.39,2.8,39.3,57.1,24,1.9184622691465383,-1.0026581380488386,0,risco
Nictemeral 2,2024-12-10 08:18:00,2024-12-10,08:18,8.3,manha,SD07,28.9,8.41,3.0,39.3,57.1,25,1.7240895504868559,-1.0189629958597552,0,risco
Nictemeral 2,2024-12-10 08:22:00,2024-12-10,08:22,8.366666666666667,manha,SD08,28.9,8.41,3.2,39.4,57.1,26,1.585961989789521,-1.0393979489271203,0,risco
Nictemeral 2,2024-12-10 08:27:00,2024-12-10,08:27,8.45,manha,SD09,28.9,8.41,3.1,39.3,57.1,26,1.5775395271155466,-1.0595703226007396,0,risco
Nictemeral 2,2024-12-10 09:02:00,2024-12-10,09:02,9.033333333333333,manha,SD01,29.2,8.44,3.5,39.2,56.9,25,1.5458123555000491,-0.7388429622247323,0,risco
Nictemeral 2,2024-12-10 09:04:00,2024-12-10,09:04,9.066666666666666,manha,SD02,29.2,8.42,3.4,39.1,56.8,23,1.8435432334500887,-0.6316014709537611,0,risco
Nictemeral 2,2024-12-10 09:07:00,2024-12-10,09:07,9.116666666666667,manha,SD03,29.4,8.41,3.8,39.3,57.0,23,1.8779177046120092,-0.44680693302827473,0,risco
Nictemeral 2,2024-12-10 09:10:00,2024-12-10,09:10,9.166666666666666,manha,SD04,29.4,8.41,3.7,39.1,56.8,23,1.82798821432359,-0.4825431709511939,0,risco
Nictemeral 2,2024-12-10 09:13:00,2024-12-10,09:13,9.216666666666667,manha,SD05,29.4,8.41,3.8,39.3,57.0,24,1.7381691720380417,-0.5129786487055712,0,risco
Nictemeral 2,2024-12-10 09:15:00,2024-12-10,09:15,9.25,manha,SD06,29.6,8.41,4.0,39.3,57.0,23,1.8455950941788668,-0.3132278486157673,0,risco
Nictemeral 2,2024-12-10 09:19:00,2024-12-10,09:19,9.316666666666666,manha,SD07,29.7,8.41,4.1,39.3,57.1,22,1.9820180106219818,-0.16871703764128437,0,risco
Nictemeral 2,2024-12-10 09:21:00,2024-12-10,09:21,9.35,manha,SD08,29.7,8.42,4.4,39.3,57.0,22,1.9270438549553355,-0.09991793058665467,0,risco
Nictemeral 2,2024-12-10 09:23:00,2024-12-10,09:23,9.383333333333333,manha,SD09,29.7,8.41,4.2,39.3,57.0,22,1.9602398948379933,-0.14720090845134484,0,risco
Nictemeral 2,2024-12-10 10:03:00,2024-12-10,10:03,10.05,manha,SD01,29.8,8.49,4.4,39.2,56.8,21,1.846660098965873,0.07751387422416527,0,risco
Nictemeral 2,2024-12-10 10:05:00,2024-12-10,10:05,10.083333333333334,manha,SD02,29.9,8.47,4.5,39.2,57.0,22,1.7666182834132096,0.07034432689311342,0,risco
Nictemeral 2,2024-12-10 10:09:00,2024-12-10,10:09,10.15,manha,SD03,30.0,8.45,4.4,39.3,57.0,23,1.681168281151398,0.01356005362312195,0,risco
Nictemeral 2,2024-12-10 10:10:00,2024-12-10,10:10,10.166666666666666,manha,SD04,30.0,8.44,4.7,39.4,57.2,22,1.8652826030659246,0.16297524034734162,0,risco
Nictemeral 2,2024-12-10 10:12:00,2024-12-10,10:12,10.2,manha,SD05,30.2,8.44,4.8,39.3,57.1,26,1.2615773021667802,-0.03093125142707492,0,risco
Nictemeral 2,2024-12-10 10:15:00,2024-12-10,10:15,10.25,manha,SD06,30.2,8.44,4.9,39.2,57.0,25,1.3652413094429852,0.05893376869804259,0,risco
Nictemeral 2,2024-12-10 10:17:00,2024-12-10,10:17,10.283333333333333,manha,SD07,30.1,8.42,5.0,39.3,57.1,24,1.577240708658599,0.11472095120632195,0,risco
Nictemeral 2,2024-12-10 10:20:00,2024-12-10,10:20,10.333333333333334,manha,SD08,30.3,8.42,5.2,39.4,57.2,27,1.160154950763373,0.033438546381495085,0,risco
Nictemeral 2,2024-12-10 10:22:00,2024-12-10,10:22,10.366666666666667,manha,SD09,30.4,8.45,5.4,39.4,57.1,26,1.195844535812531,0.20209725346967666,0,risco
